tweet_id,user_id,retweet_from,user_name,user_location,user_location_cleaned,latitude,longitude,post_date,user_bio,believes_legitimate,tweet_text_body
http://twitter.com/ELLEmagazine/statuses/902583854317391872,29505691,20177423,Lucio Arroz,"Washington, DC","Washington, DC ",38.8949855,-77.0365708,2017-08-29T17:28:54.000Z,"Entrepreneur and Owner of LA GLOBAL SOLUTIONS, LLC (@laglobalsolutio) Technology Solutions On Demand and LAGS|Studio (@LAGSStudio) Glam&Fashion Photography",TRUE,RT @ELLEmagazine: Melania Trump Wore Stiletto Heels For Air Force One Flight to Check on Disaster Relief in Texas 
http://twitter.com/sarajohnson983/statuses/902585952081555457,255909424,None,Sara Johnson,New York City,New York City ,40.7127281,-74.0060152,2017-08-29T17:37:14.000Z,#fashion #followback,TRUE,Melania Trump Wore Stiletto Heels For Air Force One Flight to Check on Disaster Relief in Texas https://t.co/p9UgiRSzHv
http://twitter.com/NewsUpdate24Int/statuses/902586561488982021,3289003559,None,NewsUpdate24 ,Norway,Norway ,64.5731537,11.52803644,2017-08-29T17:39:40.000Z,We give you news from international press. Warning: Ongoing News Are Developing And Information May Change When The Situation Calm Down!,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey: https://t.co/t5QEmGrm46 - Yahoo News - Latest News &amp;
http://twitter.com/RamblingMother/statuses/902586403397259264,20628670,None,Rambling Mother,somewhere south,No Address ,0,0,2017-08-29T17:39:02.000Z,Conservative Tea-Party Type; #EndCommonCoreNow; #tcot; #ccot; #tlot,TRUE,JOURNALISM:  Melania Trump Heads to Texas to Visit Hurricane Victims. All DC Can Talk About Is Her S https://t.co/9FH5tgVBMT
http://twitter.com/JoanneDavis/statuses/902586509454430208,15117196,None,JoanneDavis,United States,United States ,39.7837304,-100.4458825,2017-08-29T17:39:27.000Z,Real Estate/Land Development. Love Great Food/Wine #ProudAmerican @KevinJacksonTBS @pnehlen @CharlieKirkII @NickShort @GeorgiaDirtRoad @jturnershow,TRUE,"Pres Trump 1st Lady Melania Set Out to See Hurricane DamageTexas https://t.co/09Wdvv0NjB I wear heels all the time, even when I clean house!"
http://twitter.com/ImpeachTheNazi/statuses/902575660551610368,511167564,16561729,J,,No Address ,0,0,2017-08-29T16:56:21.000Z,The ceiling isn't glass. It's a dense layer of GOP men. Or a layer of dense GOP men. I can't tell which...,TRUE,RT @ImpeachTheNazi: Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey SCUM &amp; SCUMETTE MEET HARVEY https:
http://twitter.com/cjane53/statuses/902587064461484034,24923270,None,NPattillo,"Spring, TX","Spring, TX ",31.8160381,-99.5120986,2017-08-29T17:41:40.000Z,I am what I am & thats all I am! Love humor & sarcasm!! #term limits #education #anti terror #vote #protect our kids #stop the hate now #TRUMP is OUR President,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey. why do you fools care? https://t.co/T6gQq92jyv
http://twitter.com/weareiowa5news/statuses/902587314286800896,17862527,None,We Are Iowa Local 5,"West Des Moines, IA","West Des Moines, IA ",41.5645337,-93.7595281,2017-08-29T17:42:39.000Z,"Central Iowa's local news, sports, and the most accurate weather forecast are on Local 5 News and http://www.weareiowa.com. WOI-DT",TRUE,President Trump and First Lady Melania Trump have arrived in Texas to survey Hurricane Harvey damage  https://t.co/U09VZMnKkw
http://twitter.com/sewingsandra/statuses/902587495069753346,47687096,None,sandra key,louisiana,louisiana ,30.8703881,-92.007126,2017-08-29T17:43:22.000Z,"Louisiana woman that loves my family and friends. Also I am a Trumper  Anything to keep Hillary and her crooked ideas for the country, we can not survive her",TRUE,Melania Trump Heads to Texas to Visit Hurricane Victims. All DC Can Talk About Is Her Shoes https://t.co/qlGryLlOtq
http://twitter.com/harpersbazaarus/statuses/902585356251475969,1636945213,32469566,Atlas,"Providence, RI","Providence, RI ",41.8239891,-71.4128343,2017-08-29T17:34:52.000Z,"Carlos Rafael Ramirez, Windows Store App Development",TRUE,RT @harpersbazaarus: Melania Trump is getting backlash for wearing heels to help hurricane victims: https://t.co/l2LrzIqCIS https://t.co/WC
http://twitter.com/MStuart1970/statuses/902578030127841281,7.88E+17,83312898,Freedom,United States of America,United States of America ,39.7837304,-100.4458825,2017-08-29T17:05:46.000Z,"Hold on to what's good, Even if it's a handful of earth.",TRUE,RT @MStuart1970: Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/9mxV2BKrgl  Yahoo viewrs
http://twitter.com/dira_marie/statuses/902587887178395648,1463927666,None,Dira ,"Houston, TX","Houston, TX ",29.7589382,-95.3676974,2017-08-29T17:44:56.000Z,IG & Snapchat: dira_marie,TRUE,"I been seeing that pic of Melania Trump wearing heels and dressing fashionably to Texas for the hurricane, getting a negative response..."
http://twitter.com/Dopediscjockey/statuses/902588017604472832,8.92E+17,None,#GoodluckCharlie,"Lagos, Nigeria","Lagos, Nigeria ",6.4550575,3.3941795,2017-08-29T17:45:27.000Z,"#Goodmusicisalliknow Professionally, Am a club Dj & Private Dj, Generally Am dope! Bookings - djbigwig@yahoo.com, 08026458733 #Teamlibra #Lafiajibreed",TRUE,Melania Trump Slammed For Wearing 5-Inch Heels In Texas As Floods Ravage State https://t.co/WUOXPzJLXi |  by https://t.co/nMOgSZhbQb
http://twitter.com/JoanneDavis/statuses/902586509454430208,913618021,15117196,Deplorable Momma,,No Address ,0,0,2017-08-29T17:39:27.000Z,"loving wife,mother and grandmother. A proud deplorable who supports President Donald Trump! # MAGA "" ""I AM TRUMP ARMY""",TRUE,"RT @JoanneDavis: Pres Trump 1st Lady Melania Set Out to See Hurricane DamageTexas https://t.co/09Wdvv0NjB I wear heels all the time, even w"
http://twitter.com/ELLEmagazine/statuses/902583854317391872,23515509,20177423,Teresa Garcia,"Rio de Janeiro, Brasil","Rio de Janeiro, Brasil ",-22.9110137,-43.2093727,2017-08-29T17:28:54.000Z,i want to be a good human being,TRUE,RT @ELLEmagazine: Melania Trump Wore Stiletto Heels For Air Force One Flight to Check on Disaster Relief in Texas 
http://twitter.com/ELLEmagazine/statuses/902583854317391872,21752182,20177423,Vanessa Da Silva,South Africa,South Africa ,-28.8166236,24.991639,2017-08-29T17:28:54.000Z,"Social & digital Marketer in the Motor Industry. Car fanatic, influencer & lifestyle blogger. Fluent in Emoji. ",TRUE,RT @ELLEmagazine: Melania Trump Wore Stiletto Heels For Air Force One Flight to Check on Disaster Relief in Texas 
http://twitter.com/DaherLou/statuses/902584046349320194,8.46E+17,552648775,Raven HeroesResist,Avengers Headquarters,No Address ,0,0,2017-08-29T17:29:40.000Z,"Teen Titans member, fighting against evil. Azarathian/Demon hybrid RP account #HeroesResist",TRUE,RT @DaherLou: Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/LQHeOQa0rE IDIOTS will comm
http://twitter.com/PMoallemian/statuses/902588524813221889,14438761,None,Pedram Moallemian,"Toronto, Ontario","Toronto, Ontario ",43.6534817,-79.3839347,2017-08-29T17:47:28.000Z,"Iranian-Canadian-American from Toronto. Social Activist, Coach, Artist, Photographer, Writer, Expert on Iran & Middle East. Tweeted links are not an endorsement",TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey | https://t.co/9vmE1twIHH | #Iran
http://twitter.com/azwatergeek/statuses/902588618459422720,740811458,None,azwatergeek,United States,United States ,39.7837304,-100.4458825,2017-08-29T17:47:50.000Z,"Resident dullard. Guitar picking, long-haired liberty lover. Conservative to the bone. Old enough to know better, but to old to give a damn anymore.",TRUE,"If anybody could pull of high-high heels at a hurricane site, it's Melania Trump."
http://twitter.com/OfficialJoelF/statuses/902531717583572992,2424812198,628776007,REMY,,No Address ,0,0,2017-08-29T14:01:44.000Z,Rest easy pops  // 7.02.15  @lilgiann,TRUE,RT @OfficialJoelF: The internet is going wild over Melania Trump's choice to wear heels to a flood zone in Texas https://t.co/GYK0j1FbLi
http://twitter.com/dcexaminer/statuses/902573079661912067,3103892153,18956073,Maija Lipasti,"Greater Helsinki, Finland ","Greater Helsinki, Finland ",0,0,2017-08-29T16:46:05.000Z,"A health AWA an eductl profnl & acad, int in midlife women's health but interprof lrn in health care, too. Married to @Seppo_Lipasti. Truly , MOA FL .",FALSE,RT @dcexaminer: Melania Trump will not be wearing stilettos to tour hurricane damage in Texas https://t.co/dnHFGVScNZ https://t.co/g1OCXfja
http://twitter.com/apt1403/statuses/902558130768297984,240710359,519088938,AlbertoS,"Rome, Italy","Rome, Italy ",41.8933203,12.4829321,2017-08-29T15:46:41.000Z,"Democracy Addicted - Mindfulness, Politics, History, Humour, Music, Travel, Nature & Wildlife, Photography, Hiking, Cooking. Blog: http://nosapaid.blogspot.it",TRUE,"RT @apt1403: Melania Trump Wears 6-Inch Heels To Hurricane Zone, Shes Getting HAMMERED On Twitter https://t.co/aKIzHJaSIX"
http://twitter.com/Rincon_Fashion/statuses/902589584952795136,7.48E+17,None,Rincon Fashion,,No Address ,0,0,2017-08-29T17:51:41.000Z,None,TRUE,Melania Trump Wore Stiletto Heels For Air Force One Flight to Check on Disaster Relief in Texas https://t.co/ooJVfod2KN
http://twitter.com/StevenB62BUCK/statuses/902589452303949824,7.14E+17,None,Steven Buchanan,Pensacola Florida,Pensacola Florida ,30.421309,-87.2169149,2017-08-29T17:51:09.000Z,None,FALSE,SORRY I HATE HER!!! Melania Trump mocked for her 'storm stilettos' as she heads to Texas for Hurricane Harvey relief https://t.co/5f0zMb7f4A
http://twitter.com/next_ladies/statuses/902590001015349248,8.78E+17,None,Next Ladies,,No Address ,0,0,2017-08-29T17:53:20.000Z,None,TRUE,Melania Trump Wore Stiletto Heels For Air Force One Flight to Check on Disaster Relief inTexas https://t.co/DRIVDuXTIr
http://twitter.com/newsloc_animals/statuses/902590045718241281,563612563,None,Animals,,No Address ,0,0,2017-08-29T17:53:30.000Z,Stay on top of the latest Animal news. Be up to date in your profession or interest. check http://www.newslocker.com/animhttp://www.newslocker.com/animals_news/,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey #AnimalsNews https://t.co/fVphXg1IVB
http://twitter.com/AkrSakr/statuses/902590230741573638,82073475,None,,,No Address ,0,0,2017-08-29T17:54:14.000Z,,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/MoW26MqK8b
http://twitter.com/breaking_news_4/statuses/902590185111785472,1195087230,None,Breaking News,,No Address ,0,0,2017-08-29T17:54:04.000Z,None,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/TW0mTi4HN
http://twitter.com/thehawaiiguy/statuses/902590319169904640,34417665,None,thehawaiiguy,Honolul,"Honolulu, HI ",21.304547,-157.8556764,2017-08-29T17:54:36.000Z,None,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/g6idSrhKFL
http://twitter.com/aocwarlord/statuses/902590505166532608,270732024,None,harold shine jr,florida,florida ,27.7567667,-81.4639835,2017-08-29T17:55:20.000Z,I am a political blogger my articles normally come out of fridays unless something happens that needs reporting immediately.,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/0Cqa7GECjj
http://twitter.com/apt1403/statuses/902558130768297984,8.03E+17,519088938,Pierrel@yahoo.com,,No Address ,0,0,2017-08-29T15:46:41.000Z,None,TRUE,"RT @apt1403: Melania Trump Wears 6-Inch Heels To Hurricane Zone, Shes Getting HAMMERED On Twitter https://t.co/aKIzHJaSIX"
http://twitter.com/seeolgi/statuses/902590810280968192,49512987,None,Mar Olga  Peretti,"West Hollywood, CA","West Hollywood, CA ",34.0923014,-118.3692894,2017-08-29T17:56:33.000Z,Love Peace!!!Life!!!Music!!!Wine!! My AVATAR says it all!!!,TRUE,@Flotus HerMindAlwaysOnCatWalk Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/yWy9ETdRCM
http://twitter.com/newsandjava2/statuses/902591172459286528,1688170356,None,News and Java Report,NYC,NYC ,40.7127281,-74.0060152,2017-08-29T17:57:59.000Z,None,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/bIuQHc9kjO
http://twitter.com/jrbixby/statuses/902591539439968256,354631659,None,Jim Bixby,Tweeting from a high place.,No Address ,0,0,2017-08-29T17:59:26.000Z,"Love my God & Country, current issues & politics. Pro gun constitutionalist with libertarian/conservative bent. Sci-fi junkie! RT doesn't always = endorsement.",TRUE,Only the moronic left cares. -&gt; Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/JKRd7Qg2sg
http://twitter.com/JoanneDavis/statuses/902586509454430208,8.73E+17,15117196,Drisk,World Wide,No Address ,0,0,2017-08-29T17:39:27.000Z,Country#MAGA #conservative #Benghazi #cancer #ArtificialIntelligence #cybersecurity #drones #dronetech DM=,TRUE,"RT @JoanneDavis: Pres Trump 1st Lady Melania Set Out to See Hurricane DamageTexas https://t.co/09Wdvv0NjB I wear heels all the time, even w"
http://twitter.com/BestVideospk/statuses/902591478848864257,7.66E+17,None,Best Videos Official,"Lahore, Pakistan","Lahore, Pakistan ",31.5656822,74.3141829,2017-08-29T17:59:12.000Z,Best Videos is a unique video website carries all famed & viral videos in one URL.,TRUE,Melania Trump Trashed For Tweet About Visiting Texas During Hurricane Harvey https://t.co/OPea4AXpUX https://t.co/nP0cNjA0vt
http://twitter.com/marieclaire/statuses/902583443959275523,35507979,19074134,,,No Address ,0,0,2017-08-29T17:27:16.000Z,someone's shot of whiskey . . not everyone's cup of tea,TRUE,RT @marieclaire: Melania Trump Wears Stiletto Heels to Check on Disaster Relief in Texas https://t.co/6JdRxjALtn https://t.co/CFzltkylgd
http://twitter.com/ElliottSerrano/statuses/902591815454425089,15303994,None,Elliott Serrano,Club Obi-Wan,No Address ,0,0,2017-08-29T18:00:32.000Z,Chicago's King of Geeks  (via @LaurenceWHolmes); Chicago's Clark Kent (via @GeneHa); Geek To Me CGO (via @PattiVasquezCHI);Radio misfit http://bit.ly/GeekVGeek,TRUE,Melania Trump wore high heels to the hurricane zone?  Well at least she didn't wear them to a dinosaur park.  AMIRITE @SUEtheTrex? #highfive
http://twitter.com/EliteDaily/statuses/902591684340457472,331057915,None,Elite Daily,info@elitedaily.com,No Address ,0,0,2017-08-29T18:00:01.000Z,The Voice of Generation Y. Breaking News and Entertainment for and by Millennials. http://Instagram.com/elitedaily http://www.facebook.com/elitedaily,TRUE,No One Can Get Over What Melania Trump Wore To Visit Texas For Hurricane Harvey https://t.co/zPrHqlZofa https://t.co/0VnGaMwlXO
http://twitter.com/Lupestwit1/statuses/902591773251256320,7.76E+17,None,JoseLupe's,"Salinas, CA","Salinas, CA ",36.6744117,-121.6550372,2017-08-29T18:00:22.000Z,"New to Twitter from Salinas, just interested in interesting stories, have a wonderful day and always smile!",TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/wO9pUCUDQS
http://twitter.com/PinkTyler2/statuses/902591691571568645,521754789,None,DeplorablePink Tyler,Pink is My Favorite Crayon,No Address ,0,0,2017-08-29T18:00:03.000Z,(DBL MASTERS)  MSW  M.S. LPC with certificates in Substance Abuse Counseling,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/URjdIds5ow
http://twitter.com/Ms_MaeM/statuses/902592092630867968,31400826,None,Boss Lady Mae,Georgia,Georgia ,41.6809707,44.0287382,2017-08-29T18:01:38.000Z,Editor-in-Chief HBOSS ATL Mag: Best-Selling Author: Founder of BLOTM: Expert at WMC SheSource: Host of The Boss Lady Mae Show: http://tinyurl.com/jxs94nx,FALSE,"Journalists mocked Melania Trump for wearing heels en route to flood-ravaged Texas, but she had another pair https://t.co/Z52vPDFhi6"
http://twitter.com/coreburnflat/statuses/902592152525557760,524606927,None,Core Exercise,,No Address ,0,0,2017-08-29T18:01:53.000Z,None,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/y6zRl9NZ88
http://twitter.com/ElliottSerrano/statuses/902591815454425089,18517790,15303994,Jeannie Targaryen,Kalimdor,No Address ,0,0,2017-08-29T18:00:32.000Z,Producer / Host of the Tyrion's Landing Podcast.  Real fake nerd,TRUE,RT @ElliottSerrano: Melania Trump wore high heels to the hurricane zone?  Well at least she didn't wear them to a dinosaur park.  AMIRITE @
http://twitter.com/ElliottSerrano/statuses/902591815454425089,264010343,15303994,Michelle Flamm,"Irvine, CA","Irvine, CA ",49.9584438,-110.2732606,2017-08-29T18:00:32.000Z,"Systems Designer on The Elder Scrolls: Online (formerly @Obsidian) Samuel Haight's Bastard, Red Mage, Grey Jedi, End Boss of the Internet, VAMO",TRUE,RT @ElliottSerrano: Melania Trump wore high heels to the hurricane zone?  Well at least she didn't wear them to a dinosaur park.  AMIRITE @
http://twitter.com/coreburnflat/statuses/902591933129818112,524606927,None,Core Exercise,,No Address ,0,0,2017-08-29T18:01:00.000Z,None,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/y6MI4EiagT
http://twitter.com/getunifiedmktg/statuses/902592001505361921,7.08E+17,None,Unified Marketing,,No Address ,0,0,2017-08-29T18:01:17.000Z,None,FALSE,"#biznews #unifiedmktg Journalists mocked Melania Trump for wearing heels en route to flood-ravaged Texas, but s... https://t.co/CdqWyQeyVJ"
http://twitter.com/General_News_/statuses/902592295110934528,268834069,None,General News,United States,United States ,39.7837304,-100.4458825,2017-08-29T18:02:27.000Z,Find your latest news with just one click. Don't miss out on anything happening in the world .check http://www.newslocker.com/generalnews/,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey #Generalnews https://t.co/FcDYeoQfT5
http://twitter.com/JoanneDavis/statuses/902586509454430208,117772758,15117196,Smorris0322,"Tennessee, USA","Tennessee, USA ",35.7730076,-86.2820081,2017-08-29T17:39:27.000Z,Proud Air Force Mom. Entrepreneur. Trump enthusiast. Syracuse BBall Fan. http://www.beckandcalltoday.com. Feeling Deplorable but quickly rising above it....,TRUE,"RT @JoanneDavis: Pres Trump 1st Lady Melania Set Out to See Hurricane DamageTexas https://t.co/09Wdvv0NjB I wear heels all the time, even w"
http://twitter.com/eg4me2say/statuses/902592574032158720,2923757738,None,Earl Greene,,No Address ,0,0,2017-08-29T18:03:33.000Z,I write and I paint.,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/WpW8XApIOW
http://twitter.com/isearch247/statuses/902592513248251904,228010353,None,Eric Thompson,,No Address ,0,0,2017-08-29T18:03:19.000Z,"New Business Start Up Campaigner,  website owner of http://t.co/QM4OWRHaLe email admin@newsatw.com, http://t.co/kM2MNi2O1F email admin@thebikinicalendar.com",TRUE,https://t.co/LqI9wCxuha Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane https://t.co/cdQ85HjoAS
http://twitter.com/drsohailmahmood/statuses/902592924407533569,310923328,None,Sohail Mahmood,"Raleigh, NC","Raleigh, NC ",35.7803977,-78.6390989,2017-08-29T18:04:57.000Z,Independent Global Affairs Analyst,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/oKMLWrZPxF via @YahooNews
http://twitter.com/marieclaire/statuses/902583443959275523,2855806351,19074134,giudi,Mxico,Mexico ,19.4326296,-99.1331785,2017-08-29T17:27:16.000Z,-Amo la ropa y las buenas fotos-,TRUE,RT @marieclaire: Melania Trump Wears Stiletto Heels to Check on Disaster Relief in Texas https://t.co/6JdRxjALtn https://t.co/CFzltkylgd
http://twitter.com/PinkTyler2/statuses/902593489170464769,521754789,None,DeplorablePink Tyler,Pink is My Favorite Crayon,No Address ,0,0,2017-08-29T18:07:11.000Z,(DBL MASTERS)  MSW  M.S. LPC with certificates in Substance Abuse Counseling,FALSE,Melania Trump mocked for her 'storm stilettos' as she heads to Texas for Hurricane Harvey relief https://t.co/tAb48VfIVF
http://twitter.com/newsfinder247/statuses/902593501346631681,2230489976,None,newsfinder,,No Address ,0,0,2017-08-29T18:07:14.000Z,Newsfinder@newsatw.com Bringing you breaking news from around the world,TRUE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/JKUJtdFefp
http://twitter.com/usrealinfo/statuses/902593930352582656,8.86E+17,None,usarealinfo,,No Address ,0,0,2017-08-29T18:08:57.000Z,Breaking news in real time,FALSE,Melania Trump sparks backlash with outfit for Texas trip in wake of Hurricane Harvey https://t.co/W2wkXTc9Y
